"ISO3","Country","Year","Survey","Indicator","Admin","Region_Name","Mean","Median","Lower_CI","Upper_CI","Width_90_CI","Coefficient_of_Variation"
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Segou_Bla",0.3691,0.3659,0.2792,0.4669,0.1877,0.1585
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Segou_Macina",0.3122,0.3109,0.2019,0.4399,0.238,0.2289
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Segou_Niono",0.2916,0.2891,0.2329,0.3573,0.1244,0.1301
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Segou_San",0.3116,0.31,0.2282,0.4008,0.1726,0.1684
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Segou_Segou",0.4039,0.4034,0.3314,0.4778,0.1464,0.114
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Segou_Tominian",0.302,0.3009,0.2546,0.3542,0.09956,0.102
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Sikasso_Bougouni",0.3914,0.3912,0.3447,0.4375,0.09282,0.07288
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Sikasso_Kadiolo",0.5469,0.5487,0.4602,0.6332,0.173,0.118
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Sikasso_Kolondieba",0.3597,0.3558,0.237,0.4883,0.2513,0.2142
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Sikasso_Koutiala",0.3477,0.3462,0.2796,0.4241,0.1445,0.1305
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Sikasso_Sikasso",0.3145,0.3148,0.2471,0.3822,0.135,0.134
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Sikasso_Yanfolila",0.3295,0.3287,0.2779,0.387,0.1092,0.09845
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Sikasso_Yorosso",0.2686,0.2666,0.153,0.3938,0.2408,0.2794
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Tombouctou_Dire",0.3386,0.3365,0.2683,0.4187,0.1504,0.1397
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Tombouctou_Goundam",0.2669,0.2621,0.1604,0.3833,0.2229,0.2711
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Tombouctou_Gourma-Rharous",0.2917,0.289,0.2175,0.3766,0.1591,0.1697
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Tombouctou_Niafunke",0.284,0.2833,0.1833,0.3923,0.209,0.2258
"MLI","Mali",2018,"ML2018DHS","RH_ANCN_W_N4P",2,"Tombouctou_Tombouctou",0.3717,0.3708,0.304,0.4466,0.1427,0.1128
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",1,"Bamako",0.9799,0.9799,0.9656,0.9883,0.02273,0.3286
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",1,"Gao",0.5779,0.5779,0.4368,0.7073,0.2705,0.1996
